1.579790917013934815e+00 3.280837249863437499e-01 1.442237695782204732e-01 6.405081741666629469e-02 2.526661745683744797e-02 7.273000692888942353e-03 2.440823721652973788e-02 1.330595365917064399e-02 1.121666539166721321e-02 9.258619367242815201e-03 5.850973731510666909e-03 2.345701903143204703e-03 3.192318018906226129e-02 1.956523956573663625e-02 1.411143080460997012e-02 1.059122091589603798e-02 6.020488092651321566e-03 2.289296310594934880e-03 1.034761017153806861e-02 8.387131772926270656e-03 5.410398562843088399e-03 4.003776700378436360e-03 2.163463629539119637e-03 7.571094440463888020e-04 1.148140664929409027e-02 7.335769252343027347e-03 3.863494528826283414e-03 2.656823892140058874e-03 1.161852949183916905e-03 3.055357338357378438e-04 2.224201119818447481e-02 8.669372287938514887e-03 5.281485103842520346e-03 3.228333968503971363e-03 1.304505683595857946e-03 3.095822552332538891e-04 9.641046948312137488e-03 6.397207536334104105e-03 4.402184024692612496e-03 2.989870329316302033e-03 1.328028710374518084e-03 2.911242903573807439e-04 3.037988882080799868e-02
3.280837249863437499e-01 1.298647707535476314e+00 3.402985430531644262e-01 1.455470156508154034e-01 5.187547036308015613e-02 1.184835300544895276e-02 1.208887494794552708e-02 1.842571033696360772e-02 1.684738226367032965e-02 1.423777196228237507e-02 9.060465317715538092e-03 3.265524624174398483e-03 2.192681476061864032e-02 2.576137547522350246e-02 2.078205790796250341e-02 1.616592176004472137e-02 9.343748408731755717e-03 3.248509629044438185e-03 6.253153635285002565e-03 1.087774835781640803e-02 8.548970385296783547e-03 7.195052501157261915e-03 4.087869833603097192e-03 1.578181879814621880e-03 9.489517557784044044e-03 8.345847047957821729e-03 5.465690271538869993e-03 3.758596993289620158e-03 1.625652551268785828e-03 4.261266677330066699e-04 1.459369692693179843e-02 1.263810410291510422e-02 9.105654015842068461e-03 5.691633794552730663e-03 2.196267505979676571e-03 4.574801289047858432e-04 1.136247779829124838e-02 1.024532576070757983e-02 8.634657932962364058e-03 5.986258004545108591e-03 2.533399222147458829e-03 4.892125614770481690e-04 1.065403764553796151e-02
1.442237695782204732e-01 3.402985430531644262e-01 8.629958949054452599e-01 2.556196061548874354e-01 8.923367567060291883e-02 1.914325330528343638e-02 1.141196057207638503e-02 1.748520926709629109e-02 1.731671578201621209e-02 1.417282726814073079e-02 8.081106160868323229e-03 2.204595749207394206e-03 2.049982024649343870e-02 2.418517656155039219e-02 2.078436106878367440e-02 1.589631771620281242e-02 8.332050601320251104e-03 2.195997978618802193e-03 5.198913110401104376e-03 9.298172744795607514e-03 9.248929801197736111e-03 8.215536950657575943e-03 4.650510585513467632e-03 1.329083416235388171e-03 5.486131389859760787e-03 7.240688822431673444e-03 5.621410928410286445e-03 4.287559419281938844e-03 1.982498675250021769e-03 3.583120129304617763e-04 1.030825587719474967e-02 1.289860216974747509e-02 9.742091109092632095e-03 6.348359571108908028e-03 2.417218716281532842e-03 3.753868041986851978e-04 8.974428472363626952e-03 1.159918451936059469e-02 1.026986977630262032e-02 7.393748102813235690e-03 2.858308839325029993e-03 3.924627160935001413e-04 1.879746429888751180e-03
6.405081741666629469e-02 1.455470156508154034e-01 2.556196061548874354e-01 5.174015955983770620e-01 1.327351161591452389e-01 2.753064288484330380e-02 1.065476091588379859e-02 1.538279195713831982e-02 1.436852881751549127e-02 1.061643875580142726e-02 4.712042715488307110e-03 1.016456148897115774e-03 1.889903048770058547e-02 2.087528187914178268e-02 1.698809316557237103e-02 1.161904426199300566e-02 4.836559003037144144e-03 1.012492942184084477e-03 4.221067683300105955e-03 8.049168880956747429e-03 8.346589148000571612e-03 6.813746749057214558e-03 3.013740572624712399e-03 6.128458719131257837e-04 3.215964692358186383e-03 5.540750278050010635e-03 4.534081487557628520e-03 3.183299916729165346e-03 1.242563966968646127e-03 1.652357109019897408e-04 7.122647400887194280e-03 1.021948941153261181e-02 7.647287681599390652e-03 4.351242929780063662e-03 1.459132537243168493e-03 1.731094521861820112e-04 7.125848863499761876e-03 1.045608937543618389e-02 8.772350329302014416e-03 5.283181926434288300e-03 1.676071683340607521e-03 1.809836824904209607e-04 1.555661380547634920e-03
2.526661745683744797e-02 5.187547036308015613e-02 8.923367567060291883e-02 1.327351161591452389e-01 2.476463486085165866e-01 4.005698776784233361e-02 7.441904071232352536e-03 1.046726835590261473e-02 8.668371049465051215e-03 4.920695324766577450e-03 1.765908812856376020e-03 3.810937602437003413e-04 1.262643056446610679e-02 1.357024157717434676e-02 9.945526170666241228e-03 5.315970556217908261e-03 1.812547005909381781e-03 3.796080300220161519e-04 2.922068466373550777e-03 6.034584542038645694e-03 5.764417592443171756e-03 3.403153129661662391e-03 1.129665817463154642e-03 2.297811232953028693e-04 1.385586667369764768e-03 3.412099088979658745e-03 3.048117461503019321e-03 1.578276637175468622e-03 4.658550238260672494e-04 6.195680413395576736e-05 3.498936189742618552e-03 6.128667199023052348e-03 4.552327807716305408e-03 2.045638374073566190e-03 5.470361987009453308e-04 6.490908541073592275e-05 4.796812085351653820e-03 7.296351116647059598e-03 5.509132140730566007e-03 2.460889288205314607e-03 6.283522545220687761e-04 6.786154478571893023e-05 1.703988593497518522e-03
7.273000692888942353e-03 1.184835300544895276e-02 1.914325330528343638e-02 2.753064288484330380e-02 4.005698776784233361e-02 7.150270988049876875e-02 3.134473197458076399e-03 3.792493809487318401e-03 2.411633109583033452e-03 1.094445109326325216e-03 3.929449584575417376e-04 8.481617181244072157e-05 4.889988365869513132e-03 4.674941634378093624e-03 2.712472877644200864e-03 1.182292474188662013e-03 4.033201218880400063e-04 8.448552514978002748e-05 1.530815648453920375e-03 2.526313686581849183e-03 1.718445782852628945e-03 7.570844154903277889e-04 2.513922812626967485e-04 5.114111502858842417e-05 5.668079851803842217e-04 1.257713106694757776e-03 8.887669906531003861e-04 3.512027960416164163e-04 1.036794186548561925e-04 1.378970039306315343e-05 1.195988607363362988e-03 2.026318514328995235e-03 1.246205941075717583e-03 4.551717233849950084e-04 1.217455189600480381e-04 1.444678258916143321e-05 1.871605400463050017e-03 2.571558847054289387e-03 1.526139612782584365e-03 5.475365068464688179e-04 1.398412294540407608e-04 1.510390389347637807e-05 7.733950842181425145e-04
2.440823721652973788e-02 1.208887494794552708e-02 1.141196057207638503e-02 1.065476091588379859e-02 7.441904071232352536e-03 3.134473197458076399e-03 1.576162382685855068e+00 3.065443105291052461e-01 1.314595060852563613e-01 5.766597037459142427e-02 2.162216387941184870e-02 5.980422754453540435e-03 9.706000225880950794e-02 3.162247267619644475e-02 2.153704644307463667e-02 1.489752335368033087e-02 8.437928542581740743e-03 3.102588902185177133e-03 3.152613069281917646e-02 7.868221281832621372e-03 4.609457326121280119e-03 3.576093073410113732e-03 2.143878893438033728e-03 8.542428251439027065e-04 3.617408001854505173e-02 7.349509407021503904e-03 4.009651678857029111e-03 2.538214688151407827e-03 1.205512865172231329e-03 3.227545233286388537e-04 2.276200500178848785e-03 4.513568255503752624e-03 3.508250390431566501e-03 2.604114436965510038e-03 1.239079820804400711e-03 3.173444461928021099e-04 2.057485537756864602e-03 3.058122101633031775e-03 2.469412149296967840e-03 1.941333540013800985e-03 1.147471747156014743e-03 3.008916322904120477e-04 1.010329948089783159e-02
1.330595365917064399e-02 1.842571033696360772e-02 1.748520926709629109e-02 1.538279195713831982e-02 1.046726835590261473e-02 3.792493809487318401e-03 3.065443105291052461e-01 1.355524264736603701e+00 3.420177791204079831e-01 1.426210047206224463e-01 4.871155717106079308e-02 1.081491661430233897e-02 3.827842731202490967e-02 3.714034649982522751e-02 2.730403330157793462e-02 1.985673138349430822e-02 1.124947629527994764e-02 3.753943173961715729e-03 5.517504640467407739e-03 1.101962810201584375e-02 8.890434263343127697e-03 7.839216757409950276e-03 4.787630617285154599e-03 1.856505855260648374e-03 1.034704496088556525e-02 9.640500784027672410e-03 5.815628614015411202e-03 3.889825275253278036e-03 1.903845471091791808e-03 5.019087374869002360e-04 7.043975450327089050e-03 7.089875610341689338e-03 6.475733381931858545e-03 4.911784857503764812e-03 2.392433803114490942e-03 5.377264654484736894e-04 9.175602674500460409e-03 7.314632821159960940e-03 5.819369889388692485e-03 4.380353711017637153e-03 2.296237502817266574e-03 5.272356289698354459e-04 9.469272025731001463e-03
1.121666539166721321e-02 1.684738226367032965e-02 1.731671578201621209e-02 1.436852881751549127e-02 8.668371049465051215e-03 2.411633109583033452e-03 1.314595060852563613e-01 3.420177791204079831e-01 9.080439339696191325e-01 2.626198355002626883e-01 8.712116496505895036e-02 1.816945955886006825e-02 2.939211204130742772e-02 3.032583465059834893e-02 2.448792814656619576e-02 1.797069265594775089e-02 9.217995813094015389e-03 2.392894732720862727e-03 5.452027774830892071e-03 9.971445671735690297e-03 1.018657389708366168e-02 9.159809470390190000e-03 5.180436368992458185e-03 1.448228648327165580e-03 6.633125081502377896e-03 7.986273031060253658e-03 6.161039234015674992e-03 4.729209828597147336e-03 2.202558045343860904e-03 3.904259826122968846e-04 5.026615474381213033e-03 7.886202016780696766e-03 7.778011837113352200e-03 6.251825866250726449e-03 2.679435633444526843e-03 4.090312391505923628e-04 6.831751354699822087e-03 9.471815406702610574e-03 9.123303404055871368e-03 6.873348091892328426e-03 2.928099758914504136e-03 4.276377281335896896e-04 2.534271980232372101e-03
9.258619367242815201e-03 1.423777196228237507e-02 1.417282726814073079e-02 1.061643875580142726e-02 4.920695324766577450e-03 1.094445109326325216e-03 5.766597037459142427e-02 1.426210047206224463e-01 2.626198355002626883e-01 5.436088273534356308e-01 1.325239800226335474e-01 2.664658849898315918e-02 2.246551386250983384e-02 2.366999794477098185e-02 1.892539170229046164e-02 1.260246947408205642e-02 5.187693485020128392e-03 1.085943430824354294e-03 4.454088005370948622e-03 8.883529853315641489e-03 9.322371297073139829e-03 7.424561386305872368e-03 3.232457618327355675e-03 6.573007489006910120e-04 3.561498542748120499e-03 5.771733683362922918e-03 5.000635893342542104e-03 3.466892234794238803e-03 1.332708907543000976e-03 1.772205847823116187e-04 4.220692556856420197e-03 7.661181101672909222e-03 7.029365901092710089e-03 4.610349305227079419e-03 1.564993566901207167e-03 1.856654437442095684e-04 6.133661397029310791e-03 9.860983627742569979e-03 8.959372126274844916e-03 5.672475153745581977e-03 1.797677062364666511e-03 1.941108289811310783e-04 9.296582332638525514e-04
